web-scraper-order,web-scraper-start-url,Titre,Etat_machine,Adresse,Prix,url,url-href,url_image-src
"1738243168-242","https://www.expat-dakar.com/machines-a-laver","Machine a laver electrolux 9kg","D'occasion","Somone,
                                                                                Thiès","50 000 F Cfa","Machine a laver electrolux 9kg
                                D'occasion
                                                                                    Somone,
                                                                                Thiès
                                    
                                        mercredi, 12:06
                                    
                    50 000 F Cfa
                        
                        768182549","https://www.expat-dakar.com/annonce/machine-a-laver-electrolux-9kg-6262671","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b295e343e4c6ab3c26ad2350dea04334/-/horizon-files-prod/ed/picture/qngpqxjm/ac01054f47d50a144caf8508df3dd2f798b0b91b.jpg"
"1738243188-243","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER 7KGS FINIX WG1049","Réconditionné","Plateau,
                                                                                Dakar","148 000 F Cfa","MACHINE A LAVER 7KGS FINIX WG1049
                                Réconditionné
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mercredi, 12:13
                                    
                                            Vendeur vérifié
                                        
                    148 000 F Cfa
                        
                        786374400","https://www.expat-dakar.com/annonce/machine-a-laver-7kgs-finix-wg1049-6260616","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca256dc8daa74dba1bad8cdf6cdb4fa7/-/horizon-files-prod/ed/picture/qpdm9k62/a128de1e1bca63a531eaa48a989f9cf722b5e86d.jpg"
"1738243208-244","https://www.expat-dakar.com/machines-a-laver","Machine à laver","Neuf","Parcelles Assainies,
                                                                                Dakar","75 000 F Cfa","Machine à laver
                                Neuf
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        jeudi, 08:26
                                    
                    75 000 F Cfa
                        
                        707926667","https://www.expat-dakar.com/annonce/machine-a-laver-6262943","https://i.roamcdn.net/hz/ed/listing-thumb-543w/60af899af5c5e925c168d8d8acb4831e/-/horizon-files-prod/ed/picture/qzvp0dg8/08a458213ea34cb04a9f3308ca1662071586a17f.jpg"
"1738243228-245","https://www.expat-dakar.com/machines-a-laver","Fer a repasser","Neuf","Castor,
                                                                                Dakar","13 000 F Cfa","Fer a repasser
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        jeudi, 08:39
                                    
                    13 000 F Cfa
                        
                        774706406
                    
                        775119188","https://www.expat-dakar.com/annonce/fer-a-repasser-6243656","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c1f7ea1f9f216300b21eb3d8e7f5751a/-/horizon-files-prod/ed/picture/qm5gqjr9/bbeb2852d0fd4ed0c28a6d4a747c5059c25ee8ee.jpg"
"1738243248-246","https://www.expat-dakar.com/machines-a-laver","Machine à laver enduro 12 kg Inverter 1400 tours","Neuf","Plateau,
                                                                                Dakar","400 000 F Cfa","Machine à laver enduro 12 kg Inverter 1400 tours
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mercredi, 13:22
                                    
                                            Vendeur vérifié
                                        
            330 000 F Cfa
        
                    400 000 F Cfa
                        
            Économisez 17.5%
        
                        775267261","https://www.expat-dakar.com/annonce/machine-a-laver-enduro-12-kg-inverter-1400-tours-5998932","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3677b2e1df0230a04d6c47e4894871fc/-/horizon-files-prod/ed/picture/qrzvkj5x/0dcc63f2c6dbf72514e31ae0b2d29cdddefda46d.jpg"
"1738243268-247","https://www.expat-dakar.com/machines-a-laver","Machine à Laver Roch - 7Kg - ref 1200 TR/M","Neuf","Biscuiterie,
                                                                                Dakar","210 000 F Cfa","Machine à Laver Roch - 7Kg - ref 1200 TR/M
                                Neuf
                                                                                    Biscuiterie,
                                                                                Dakar
                                    
                                        vendredi, 10:41
                                    
                    210 000 F Cfa
                        
                        776314111
                    
                        338222296","https://www.expat-dakar.com/annonce/machine-a-laver-roch-7kg-ref-1200-trm-6264650","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f74dec4a4b9a6ce4faabacdc0a278928/-/horizon-files-prod/ed/picture/qwep6nj4/7b2e7ca96a2b27af212867c03207d020634b14ec.jpg"
"1738243288-248","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER 7KGS FINIX WG1049 COULEUR GRISE","Neuf","Plateau,
                                                                                Dakar","185 000 F Cfa","MACHINE A LAVER 7KGS FINIX WG1049 COULEUR GRISE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        vendredi, 10:44
                                    
                                            Vendeur vérifié
                                        
                    185 000 F Cfa
                        
                        786374400","https://www.expat-dakar.com/annonce/machine-a-laver-7kgs-finix-wg1049-couleur-grise-6264662","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fcc1d348bf71101bc4f5aa3acc053c7a/-/horizon-files-prod/ed/picture/qde7gd62/c07185b910cb30623ecb01ec59ccae0c3cd90209.jpg"
"1738243308-249","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER 12KG FINIX INVERTER WM12KGT314 COULR GRIS","Neuf","Plateau,
                                                                                Dakar","320 000 F Cfa","MACHINE A LAVER 12KG FINIX INVERTER WM12KGT314 COULR GRIS
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        vendredi, 10:50
                                    
                                            Vendeur vérifié
                                        
                    320 000 F Cfa
                        
                        786374400","https://www.expat-dakar.com/annonce/machine-a-laver-12kg-finix-inverter-wm12kgt314-coulr-gris-6264677","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f08f29cc4fd391bacc2e02d9e8df954b/-/horizon-files-prod/ed/picture/qxjp7wej/a3fedd4dcbd46edd6d85dbd669b9e299131e789b.png"
"1738243328-250","https://www.expat-dakar.com/machines-a-laver","Machine a laver 19kg Samsung","Venant","Colobane,
                                                                                Dakar","330 000 F Cfa","Machine a laver 19kg Samsung
                                Venant
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        vendredi, 13:27
                                    
                    330 000 F Cfa
                        
                        772095510","https://www.expat-dakar.com/annonce/machine-a-laver-19kg-samsung-6264835","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f085fd1d6b5a29b2e37d1a26405ea958/-/horizon-files-prod/ed/picture/qgqw64nm/d0ff005f5733413578e4739e23c8548a82696796.jpg"
"1738243348-251","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER 13KGS SAMSUNG INVERTER","Neuf","Plateau,
                                                                                Dakar","420 000 F Cfa","MACHINE A LAVER 13KGS SAMSUNG INVERTER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        vendredi, 15:24
                                    
                                            Vendeur vérifié
                                        
                    420 000 F Cfa
                        
                        786374400","https://www.expat-dakar.com/annonce/machine-a-laver-13kgs-samsung-inverter-6264952","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9d77aad5164924f15b6b048c5257929/-/horizon-files-prod/ed/picture/q8v479zx/f1cc3e4d1d7e3d9096ebdfaa9c446cc739da5e1e.png"
"1738243368-252","https://www.expat-dakar.com/machines-a-laver","machine à laver hisense 7kg a+++","Neuf","Ouakam,
                                                                                Dakar","199 998 F Cfa","machine à laver hisense 7kg a+++
                                Neuf
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        samedi, 10:32
                                    
            179 900 F Cfa
        
                    199 998 F Cfa
                        
            Économisez 10%
        
                        770521414
                    
                        709557473","https://www.expat-dakar.com/annonce/machine-a-laver-hisense-7kg-a-6130706","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e56320410d653ca69d57bb66606d9b8/-/horizon-files-prod/ed/picture/qwep266j/267d7b89e329e86ae7e6dc65a9f0714291638f21.jpg"
"1738243388-253","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER ASTECH 7KG SEMI-AUTOMATIQUE BLANC","Neuf","Plateau,
                                                                                Dakar","110 000 F Cfa","MACHINE A LAVER ASTECH 7KG SEMI-AUTOMATIQUE BLANC
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        lundi, 10:27
                                    
                    110 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/machine-a-laver-astech-7kg-semi-automatique-blanc-6266421","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e95fdd1d70a38b7c1a1f556bcccebba1/-/horizon-files-prod/ed/picture/qzvp06dr/6a384d0dcbfe2353e98a15f7fc54b1b98e1378bc.jpg"
